PERFUME_ID,SEASON,ratio,LOAD_DT
8436,Fall,33.16,2026-01-19 08:53:19
8436,Spring,26.42,2026-01-19 08:53:19
8436,Winter,20.73,2026-01-19 08:53:19
8439,Winter,44.86,2026-01-19 08:53:19
8439,Fall,42.16,2026-01-19 08:53:19
8440,Summer,48.72,2026-01-19 08:53:19
8440,Spring,43.59,2026-01-19 08:53:19
8447,Spring,35.77,2026-01-19 08:53:19
8447,Summer,32.52,2026-01-19 08:53:19
8447,Fall,21.95,2026-01-19 08:53:19
8448,Fall,32.69,2026-01-19 08:53:19
8448,Spring,28.85,2026-01-19 08:53:19
8448,Winter,25.0,2026-01-19 08:53:19
8455,Spring,36.36,2026-01-19 08:53:19
8455,Summer,30.3,2026-01-19 08:53:19
8455,Fall,27.27,2026-01-19 08:53:19
8457,Fall,33.33,2026-01-19 08:53:19
8457,Winter,27.27,2026-01-19 08:53:19
8457,Spring,26.67,2026-01-19 08:53:19
8458,Spring,30.41,2026-01-19 08:53:19
8458,Summer,28.06,2026-01-19 08:53:19
8458,Fall,25.4,2026-01-19 08:53:19
8461,Spring,31.9,2026-01-19 08:53:19
8461,Summer,28.7,2026-01-19 08:53:19
8461,Fall,25.12,2026-01-19 08:53:19
8463,Spring,38.46,2026-01-19 08:53:19
8463,Summer,27.35,2026-01-19 08:53:19
8463,Fall,23.08,2026-01-19 08:53:19
8465,Summer,42.39,2026-01-19 08:53:19
8465,Spring,37.42,2026-01-19 08:53:19
8468,Spring,32.79,2026-01-19 08:53:19
8468,Fall,26.78,2026-01-19 08:53:19
8468,Summer,24.04,2026-01-19 08:53:19
8472,Fall,33.55,2026-01-19 08:53:19
8472,Winter,32.89,2026-01-19 08:53:19
8472,Spring,21.71,2026-01-19 08:53:19
8473,Spring,28.48,2026-01-19 08:53:19
8473,Fall,27.38,2026-01-19 08:53:19
8473,Summer,24.02,2026-01-19 08:53:19
8473,Winter,20.12,2026-01-19 08:53:19
8476,Spring,31.37,2026-01-19 08:53:19
8476,Fall,28.1,2026-01-19 08:53:19
8476,Summer,22.22,2026-01-19 08:53:19
8488,Fall,28.64,2026-01-19 08:53:19
8488,Spring,28.14,2026-01-19 08:53:19
8488,Summer,23.12,2026-01-19 08:53:19
8488,Winter,20.1,2026-01-19 08:53:19
8492,Spring,31.97,2026-01-19 08:53:19
8492,Summer,28.14,2026-01-19 08:53:19
8492,Fall,25.72,2026-01-19 08:53:19
8493,Spring,31.86,2026-01-19 08:53:19
8493,Fall,28.32,2026-01-19 08:53:19
8493,Summer,28.32,2026-01-19 08:53:19
8497,Fall,35.51,2026-01-19 08:53:19
8497,Winter,33.53,2026-01-19 08:53:19
8497,Spring,21.64,2026-01-19 08:53:19
8500,Fall,36.5,2026-01-19 08:53:19
8500,Winter,33.46,2026-01-19 08:53:19
8500,Spring,21.94,2026-01-19 08:53:19
8502,Spring,32.93,2026-01-19 08:53:19
8502,Fall,28.05,2026-01-19 08:53:19
8502,Summer,26.83,2026-01-19 08:53:19
8505,Fall,30.06,2026-01-19 08:53:19
8505,Winter,27.34,2026-01-19 08:53:19
8505,Spring,26.22,2026-01-19 08:53:19
8506,Fall,33.96,2026-01-19 08:53:19
8506,Spring,33.96,2026-01-19 08:53:19
8506,Summer,22.64,2026-01-19 08:53:19
8509,Fall,30.06,2026-01-19 08:53:19
8509,Spring,29.27,2026-01-19 08:53:19
8509,Winter,20.73,2026-01-19 08:53:19
8513,Fall,36.02,2026-01-19 08:53:19
8513,Winter,31.89,2026-01-19 08:53:19
8513,Spring,21.82,2026-01-19 08:53:19
8514,Spring,40.62,2026-01-19 08:53:19
8514,Summer,35.94,2026-01-19 08:53:19
8517,Fall,35.62,2026-01-19 08:53:19
8517,Winter,33.83,2026-01-19 08:53:19
8517,Spring,20.51,2026-01-19 08:53:19
8518,Spring,36.0,2026-01-19 08:53:19
8518,Fall,32.0,2026-01-19 08:53:19
8521,Fall,35.52,2026-01-19 08:53:19
8521,Winter,34.09,2026-01-19 08:53:19
8521,Spring,20.62,2026-01-19 08:53:19
8522,Spring,34.97,2026-01-19 08:53:19
8522,Fall,25.87,2026-01-19 08:53:19
8522,Summer,23.08,2026-01-19 08:53:19
8526,Summer,46.88,2026-01-19 08:53:19
8526,Spring,39.06,2026-01-19 08:53:19
8529,Spring,39.63,2026-01-19 08:53:19
8529,Summer,37.39,2026-01-19 08:53:19
8533,Fall,38.3,2026-01-19 08:53:19
8533,Winter,37.87,2026-01-19 08:53:19
8537,Fall,36.08,2026-01-19 08:53:19
8537,Winter,30.93,2026-01-19 08:53:19
8537,Spring,23.71,2026-01-19 08:53:19
8539,Spring,33.58,2026-01-19 08:53:19
8539,Summer,31.19,2026-01-19 08:53:19
8539,Fall,23.9,2026-01-19 08:53:19
8542,Fall,28.95,2026-01-19 08:53:19
8542,Spring,28.95,2026-01-19 08:53:19
8542,Summer,26.32,2026-01-19 08:53:19
8543,Spring,37.39,2026-01-19 08:53:19
8543,Summer,36.86,2026-01-19 08:53:19
8546,Spring,38.54,2026-01-19 08:53:19
8546,Summer,37.5,2026-01-19 08:53:19
8547,Fall,30.72,2026-01-19 08:53:19
8547,Spring,27.58,2026-01-19 08:53:19
8547,Winter,24.66,2026-01-19 08:53:19
8550,Spring,32.89,2026-01-19 08:53:19
8550,Fall,31.58,2026-01-19 08:53:19
8550,Summer,23.68,2026-01-19 08:53:19
8551,Spring,39.75,2026-01-19 08:53:19
8551,Summer,35.93,2026-01-19 08:53:19
8555,Spring,40.4,2026-01-19 08:53:19
8555,Summer,38.38,2026-01-19 08:53:19
8558,Spring,37.36,2026-01-19 08:53:19
8558,Summer,32.97,2026-01-19 08:53:19
8558,Fall,20.88,2026-01-19 08:53:19
8559,Spring,33.04,2026-01-19 08:53:19
8559,Summer,25.99,2026-01-19 08:53:19
8559,Fall,24.67,2026-01-19 08:53:19
8562,Spring,31.96,2026-01-19 08:53:19
8562,Fall,26.8,2026-01-19 08:53:19
8562,Summer,23.71,2026-01-19 08:53:19
8563,Spring,35.15,2026-01-19 08:53:19
8563,Summer,28.25,2026-01-19 08:53:19
8563,Fall,24.4,2026-01-19 08:53:19
8567,Spring,33.76,2026-01-19 08:53:19
8567,Summer,30.62,2026-01-19 08:53:19
8567,Fall,23.46,2026-01-19 08:53:19
8570,Spring,34.92,2026-01-19 08:53:19
8570,Summer,30.16,2026-01-19 08:53:19
8570,Fall,26.98,2026-01-19 08:53:19
8571,Fall,31.37,2026-01-19 08:53:19
8571,Spring,29.35,2026-01-19 08:53:19
8571,Winter,20.96,2026-01-19 08:53:19
8578,Spring,35.85,2026-01-19 08:53:19
8578,Summer,28.59,2026-01-19 08:53:19
8578,Fall,23.04,2026-01-19 08:53:19
8579,Spring,36.49,2026-01-19 08:53:19
8579,Fall,27.03,2026-01-19 08:53:19
8579,Summer,20.27,2026-01-19 08:53:19
8582,Spring,32.07,2026-01-19 08:53:19
8582,Summer,28.1,2026-01-19 08:53:19
8582,Fall,25.12,2026-01-19 08:53:19
8584,Spring,42.19,2026-01-19 08:53:19
8584,Summer,28.12,2026-01-19 08:53:19
8586,Fall,31.48,2026-01-19 08:53:19
8586,Spring,26.96,2026-01-19 08:53:19
8586,Winter,22.26,2026-01-19 08:53:19
8588,Spring,36.78,2026-01-19 08:53:19
8588,Summer,31.03,2026-01-19 08:53:19
8588,Fall,20.69,2026-01-19 08:53:19
8590,Fall,34.43,2026-01-19 08:53:19
8590,Winter,30.24,2026-01-19 08:53:19
8590,Spring,24.25,2026-01-19 08:53:19
8592,Spring,37.33,2026-01-19 08:53:19
8592,Summer,28.0,2026-01-19 08:53:19
8592,Fall,24.0,2026-01-19 08:53:19
8594,Spring,32.54,2026-01-19 08:53:19
8594,Summer,26.61,2026-01-19 08:53:19
8594,Fall,26.44,2026-01-19 08:53:19
8596,Summer,55.56,2026-01-19 08:53:19
8596,Spring,40.0,2026-01-19 08:53:19
8598,Spring,32.75,2026-01-19 08:53:19
8598,Summer,28.05,2026-01-19 08:53:19
8598,Fall,24.04,2026-01-19 08:53:19
8602,Spring,33.92,2026-01-19 08:53:19
8602,Fall,27.49,2026-01-19 08:53:19
8610,Spring,30.67,2026-01-19 08:53:19
8610,Fall,29.33,2026-01-19 08:53:19
8610,Winter,21.33,2026-01-19 08:53:19
8614,Fall,29.28,2026-01-19 08:53:19
8614,Winter,26.7,2026-01-19 08:53:19
8614,Spring,26.52,2026-01-19 08:53:19
8615,Spring,37.04,2026-01-19 08:53:19
8615,Summer,35.19,2026-01-19 08:53:19
8618,Spring,35.29,2026-01-19 08:53:19
8618,Fall,25.88,2026-01-19 08:53:19
8618,Summer,25.88,2026-01-19 08:53:19
8619,Spring,37.74,2026-01-19 08:53:19
8619,Summer,35.34,2026-01-19 08:53:19
8622,Fall,34.39,2026-01-19 08:53:19
8622,Winter,28.45,2026-01-19 08:53:19
8622,Spring,25.27,2026-01-19 08:53:19
8623,Spring,35.59,2026-01-19 08:53:19
8623,Summer,27.12,2026-01-19 08:53:19
8623,Fall,25.42,2026-01-19 08:53:19
8626,Spring,32.91,2026-01-19 08:53:19
8626,Summer,30.38,2026-01-19 08:53:19
8626,Fall,26.58,2026-01-19 08:53:19
8627,Summer,46.88,2026-01-19 08:53:19
8627,Spring,41.9,2026-01-19 08:53:19
8630,Summer,50.82,2026-01-19 08:53:19
8630,Spring,44.26,2026-01-19 08:53:19
8631,Fall,31.16,2026-01-19 08:53:19
8631,Spring,27.54,2026-01-19 08:53:19
8631,Winter,24.4,2026-01-19 08:53:19
8634,Spring,40.62,2026-01-19 08:53:19
8634,Summer,31.25,2026-01-19 08:53:19
8635,Fall,33.72,2026-01-19 08:53:19
8635,Winter,30.93,2026-01-19 08:53:19
8635,Spring,22.56,2026-01-19 08:53:19
8638,Spring,40.74,2026-01-19 08:53:19
8638,Summer,38.89,2026-01-19 08:53:19
8638,Fall,20.37,2026-01-19 08:53:19
8641,Spring,31.46,2026-01-19 08:53:19
8641,Fall,27.42,2026-01-19 08:53:19
8641,Summer,24.49,2026-01-19 08:53:19
8642,Spring,32.2,2026-01-19 08:53:19
8642,Fall,28.81,2026-01-19 08:53:19
8642,Summer,23.73,2026-01-19 08:53:19
8645,Summer,44.35,2026-01-19 08:53:19
8645,Spring,39.29,2026-01-19 08:53:19
8646,Spring,34.92,2026-01-19 08:53:19
8646,Fall,25.4,2026-01-19 08:53:19
8646,Summer,25.4,2026-01-19 08:53:19
8649,Spring,33.41,2026-01-19 08:53:19
8649,Summer,25.84,2026-01-19 08:53:19
8649,Fall,25.17,2026-01-19 08:53:19
8650,Spring,41.38,2026-01-19 08:53:19
8650,Summer,31.03,2026-01-19 08:53:19
8653,Spring,37.56,2026-01-19 08:53:19
8653,Summer,33.49,2026-01-19 08:53:19
8655,Spring,34.55,2026-01-19 08:53:19
8655,Summer,30.91,2026-01-19 08:53:19
8655,Fall,27.27,2026-01-19 08:53:19
8657,Summer,36.95,2026-01-19 08:53:19
8657,Spring,36.69,2026-01-19 08:53:19
8657,Fall,20.16,2026-01-19 08:53:19
8659,Spring,31.48,2026-01-19 08:53:19
8659,Fall,27.78,2026-01-19 08:53:19
8659,Summer,24.07,2026-01-19 08:53:19
8661,Summer,37.69,2026-01-19 08:53:19
8661,Spring,37.19,2026-01-19 08:53:19
8661,Fall,20.1,2026-01-19 08:53:19
8663,Spring,38.64,2026-01-19 08:53:19
8663,Summer,25.0,2026-01-19 08:53:19
8663,Fall,22.73,2026-01-19 08:53:19
8665,Spring,35.09,2026-01-19 08:53:19
8665,Summer,31.08,2026-01-19 08:53:19
8665,Fall,21.55,2026-01-19 08:53:19
8667,Spring,45.45,2026-01-19 08:53:19
8667,Summer,40.91,2026-01-19 08:53:19
8669,Fall,35.93,2026-01-19 08:53:19
8669,Winter,31.14,2026-01-19 08:53:19
8669,Spring,23.05,2026-01-19 08:53:19
8671,Spring,30.14,2026-01-19 08:53:19
8671,Fall,28.77,2026-01-19 08:53:19
8671,Winter,20.55,2026-01-19 08:53:19
8671,Summer,20.55,2026-01-19 08:53:19
8673,Spring,31.18,2026-01-19 08:53:19
8673,Fall,29.12,2026-01-19 08:53:19
8673,Summer,24.71,2026-01-19 08:53:19
8676,Winter,40.54,2026-01-19 08:53:19
8676,Fall,39.7,2026-01-19 08:53:19
8677,Summer,47.27,2026-01-19 08:53:19
8677,Spring,40.91,2026-01-19 08:53:19
8679,Spring,41.38,2026-01-19 08:53:19
8679,Summer,27.59,2026-01-19 08:53:19
8679,Fall,24.14,2026-01-19 08:53:19
8680,Spring,41.01,2026-01-19 08:53:19
8680,Summer,35.09,2026-01-19 08:53:19
8681,Spring,34.48,2026-01-19 08:53:19
8681,Summer,28.12,2026-01-19 08:53:19
8681,Fall,25.73,2026-01-19 08:53:19
8683,Spring,36.36,2026-01-19 08:53:19
8683,Fall,29.09,2026-01-19 08:53:19
8683,Summer,20.0,2026-01-19 08:53:19
8684,Fall,35.04,2026-01-19 08:53:19
8684,Winter,29.65,2026-01-19 08:53:19
8684,Spring,23.18,2026-01-19 08:53:19
8685,Spring,30.77,2026-01-19 08:53:19
8685,Fall,27.85,2026-01-19 08:53:19
8685,Summer,23.34,2026-01-19 08:53:19
8687,Spring,36.0,2026-01-19 08:53:19
8687,Fall,30.0,2026-01-19 08:53:19
8687,Summer,22.0,2026-01-19 08:53:19
8689,Summer,39.56,2026-01-19 08:53:19
8689,Spring,39.56,2026-01-19 08:53:19
8691,Spring,31.58,2026-01-19 08:53:19
8691,Fall,28.95,2026-01-19 08:53:19
8691,Summer,28.95,2026-01-19 08:53:19
8692,Spring,31.33,2026-01-19 08:53:19
8692,Fall,27.23,2026-01-19 08:53:19
8692,Summer,23.86,2026-01-19 08:53:19
8695,Spring,36.59,2026-01-19 08:53:19
8695,Summer,31.71,2026-01-19 08:53:19
8695,Fall,21.95,2026-01-19 08:53:19
8696,Fall,35.47,2026-01-19 08:53:19
8696,Winter,27.62,2026-01-19 08:53:19
8696,Spring,25.29,2026-01-19 08:53:19
8697,Spring,29.81,2026-01-19 08:53:19
8697,Fall,28.69,2026-01-19 08:53:19
8697,Summer,21.17,2026-01-19 08:53:19
8697,Winter,20.33,2026-01-19 08:53:19
8699,Winter,43.55,2026-01-19 08:53:19
8699,Fall,41.81,2026-01-19 08:53:19
8700,Spring,37.5,2026-01-19 08:53:19
8700,Summer,32.14,2026-01-19 08:53:19
8701,Summer,40.83,2026-01-19 08:53:19
8701,Spring,37.49,2026-01-19 08:53:19
8703,Winter,39.38,2026-01-19 08:53:19
8703,Fall,39.38,2026-01-19 08:53:19
8704,Fall,37.84,2026-01-19 08:53:19
8704,Winter,27.03,2026-01-19 08:53:19
8704,Spring,24.32,2026-01-19 08:53:19
8705,Fall,37.03,2026-01-19 08:53:19
8705,Winter,33.92,2026-01-19 08:53:19
8705,Spring,21.4,2026-01-19 08:53:19
8707,Winter,43.82,2026-01-19 08:53:19
8707,Fall,40.24,2026-01-19 08:53:19
8708,Spring,39.39,2026-01-19 08:53:19
8708,Summer,30.3,2026-01-19 08:53:19
8709,Spring,34.76,2026-01-19 08:53:19
8709,Summer,29.62,2026-01-19 08:53:19
8709,Fall,22.77,2026-01-19 08:53:19
8711,Spring,35.95,2026-01-19 08:53:19
8711,Fall,26.03,2026-01-19 08:53:19
8711,Summer,25.21,2026-01-19 08:53:19
8712,Fall,35.14,2026-01-19 08:53:19
8712,Spring,29.73,2026-01-19 08:53:19
8712,Summer,24.32,2026-01-19 08:53:19
8713,Winter,41.71,2026-01-19 08:53:19
8713,Fall,39.34,2026-01-19 08:53:19
8715,Summer,50.0,2026-01-19 08:53:19
8715,Spring,29.89,2026-01-19 08:53:19
8716,Summer,48.57,2026-01-19 08:53:19
8716,Spring,42.86,2026-01-19 08:53:19
8717,Fall,34.7,2026-01-19 08:53:19
8717,Winter,28.41,2026-01-19 08:53:19
8717,Spring,24.04,2026-01-19 08:53:19
8719,Fall,30.12,2026-01-19 08:53:19
8719,Spring,28.11,2026-01-19 08:53:19
8719,Summer,24.1,2026-01-19 08:53:19
8721,Spring,33.05,2026-01-19 08:53:19
8721,Summer,32.37,2026-01-19 08:53:19
8721,Fall,22.37,2026-01-19 08:53:19
8724,Spring,47.83,2026-01-19 08:53:19
8724,Summer,34.78,2026-01-19 08:53:19
8725,Winter,43.3,2026-01-19 08:53:19
8725,Fall,39.92,2026-01-19 08:53:19
8727,Winter,35.71,2026-01-19 08:53:19
8727,Fall,35.71,2026-01-19 08:53:19
8727,Spring,20.41,2026-01-19 08:53:19
8732,Spring,36.61,2026-01-19 08:53:19
8732,Fall,27.32,2026-01-19 08:53:19
8734,Spring,33.47,2026-01-19 08:53:19
8734,Summer,26.33,2026-01-19 08:53:19
8734,Fall,24.69,2026-01-19 08:53:19
8738,Spring,39.5,2026-01-19 08:53:19
8738,Summer,38.67,2026-01-19 08:53:19
8739,Summer,39.74,2026-01-19 08:53:19
8739,Spring,38.41,2026-01-19 08:53:19
8740,Spring,42.86,2026-01-19 08:53:19
8740,Summer,40.0,2026-01-19 08:53:19
8742,Summer,43.01,2026-01-19 08:53:19
8742,Spring,39.43,2026-01-19 08:53:19
8743,Winter,38.86,2026-01-19 08:53:19
8743,Fall,38.86,2026-01-19 08:53:19
8746,Fall,28.92,2026-01-19 08:53:19
8746,Summer,27.38,2026-01-19 08:53:19
8746,Spring,27.38,2026-01-19 08:53:19
8747,Spring,48.57,2026-01-19 08:53:19
8747,Summer,40.0,2026-01-19 08:53:19
8748,Fall,38.18,2026-01-19 08:53:19
8748,Winter,33.33,2026-01-19 08:53:19
8750,Summer,40.32,2026-01-19 08:53:19
8750,Spring,39.11,2026-01-19 08:53:19
8751,Summer,38.24,2026-01-19 08:53:19
8751,Spring,35.29,2026-01-19 08:53:19
8752,Spring,35.09,2026-01-19 08:53:19
8752,Summer,26.32,2026-01-19 08:53:19
8752,Fall,24.56,2026-01-19 08:53:19
8754,Spring,30.42,2026-01-19 08:53:19
8754,Fall,30.04,2026-01-19 08:53:19
8756,Spring,33.53,2026-01-19 08:53:19
8756,Fall,27.65,2026-01-19 08:53:19
8756,Summer,25.88,2026-01-19 08:53:19
8760,Winter,42.86,2026-01-19 08:53:19
8760,Fall,39.68,2026-01-19 08:53:19
8762,Summer,37.02,2026-01-19 08:53:19
8762,Spring,36.54,2026-01-19 08:53:19
8762,Fall,20.19,2026-01-19 08:53:19
8763,Spring,40.17,2026-01-19 08:53:19
8763,Summer,35.9,2026-01-19 08:53:19
8764,Spring,44.74,2026-01-19 08:53:19
8764,Summer,42.11,2026-01-19 08:53:19
8766,Summer,40.11,2026-01-19 08:53:19
8766,Spring,36.81,2026-01-19 08:53:19
8767,Fall,42.0,2026-01-19 08:53:19
8767,Winter,38.0,2026-01-19 08:53:19
8770,Spring,32.72,2026-01-19 08:53:19
8770,Fall,25.74,2026-01-19 08:53:19
8770,Summer,25.74,2026-01-19 08:53:19
8771,Spring,33.07,2026-01-19 08:53:19
8771,Fall,31.5,2026-01-19 08:53:19
8774,Spring,37.44,2026-01-19 08:53:19
8774,Fall,27.4,2026-01-19 08:53:19
8774,Summer,25.57,2026-01-19 08:53:19
8775,Spring,32.35,2026-01-19 08:53:19
8775,Fall,28.43,2026-01-19 08:53:19
8775,Summer,22.55,2026-01-19 08:53:19
8778,Spring,33.96,2026-01-19 08:53:19
8778,Summer,31.32,2026-01-19 08:53:19
8778,Fall,23.4,2026-01-19 08:53:19
8779,Spring,32.99,2026-01-19 08:53:19
8779,Fall,29.9,2026-01-19 08:53:19
8779,Summer,24.74,2026-01-19 08:53:19
8782,Spring,39.36,2026-01-19 08:53:19
8782,Summer,36.73,2026-01-19 08:53:19
8785,Fall,34.15,2026-01-19 08:53:19
8785,Spring,29.27,2026-01-19 08:53:19
8788,Fall,45.83,2026-01-19 08:53:19
8788,Winter,41.67,2026-01-19 08:53:19
8789,Fall,30.1,2026-01-19 08:53:19
8789,Spring,29.13,2026-01-19 08:53:19
8789,Winter,24.27,2026-01-19 08:53:19
8790,Spring,42.23,2026-01-19 08:53:19
8790,Summer,38.25,2026-01-19 08:53:19
8792,Winter,41.49,2026-01-19 08:53:19
8792,Fall,39.36,2026-01-19 08:53:19
8796,Summer,40.62,2026-01-19 08:53:19
8796,Spring,38.54,2026-01-19 08:53:19
8798,Summer,46.33,2026-01-19 08:53:19
8798,Spring,37.61,2026-01-19 08:53:19
8801,Spring,34.65,2026-01-19 08:53:19
8801,Fall,23.76,2026-01-19 08:53:19
8801,Summer,23.76,2026-01-19 08:53:19
8802,Summer,42.92,2026-01-19 08:53:19
8802,Spring,41.55,2026-01-19 08:53:19
8805,Spring,33.78,2026-01-19 08:53:19
8805,Summer,31.08,2026-01-19 08:53:19
8805,Fall,25.68,2026-01-19 08:53:19
8806,Spring,32.59,2026-01-19 08:53:19
8806,Summer,29.11,2026-01-19 08:53:19
8806,Fall,24.37,2026-01-19 08:53:19
8809,Spring,40.45,2026-01-19 08:53:19
8809,Summer,31.46,2026-01-19 08:53:19
8810,Fall,31.82,2026-01-19 08:53:19
8810,Spring,28.57,2026-01-19 08:53:19
8810,Winter,20.78,2026-01-19 08:53:19
8814,Spring,35.94,2026-01-19 08:53:19
8814,Summer,33.98,2026-01-19 08:53:19
8817,Spring,36.71,2026-01-19 08:53:19
8817,Fall,31.65,2026-01-19 08:53:19
8817,Summer,20.25,2026-01-19 08:53:19
8818,Spring,32.89,2026-01-19 08:53:19
8818,Summer,28.95,2026-01-19 08:53:19
8818,Fall,23.25,2026-01-19 08:53:19
8821,Fall,30.0,2026-01-19 08:53:19
8821,Spring,30.0,2026-01-19 08:53:19
8821,Winter,22.5,2026-01-19 08:53:19
8822,Spring,36.67,2026-01-19 08:53:19
8822,Fall,27.5,2026-01-19 08:53:19
8825,Summer,47.37,2026-01-19 08:53:19
8825,Spring,35.09,2026-01-19 08:53:19
8826,Spring,30.45,2026-01-19 08:53:19
8826,Fall,27.88,2026-01-19 08:53:19
8826,Summer,22.12,2026-01-19 08:53:19
8829,Summer,45.59,2026-01-19 08:53:19
8829,Spring,42.65,2026-01-19 08:53:19
8830,Spring,35.0,2026-01-19 08:53:19
8830,Summer,28.33,2026-01-19 08:53:19
8830,Fall,23.75,2026-01-19 08:53:19
8832,Spring,32.81,2026-01-19 08:53:19
8832,Fall,27.08,2026-01-19 08:53:19
8832,Summer,23.44,2026-01-19 08:53:19
8833,Summer,43.06,2026-01-19 08:53:19
8833,Spring,40.28,2026-01-19 08:53:19
8834,Summer,39.71,2026-01-19 08:53:19
8834,Spring,39.23,2026-01-19 08:53:19
8837,Spring,30.59,2026-01-19 08:53:19
8837,Fall,24.71,2026-01-19 08:53:19
8837,Summer,23.53,2026-01-19 08:53:19
8837,Winter,21.18,2026-01-19 08:53:19
8838,Spring,30.71,2026-01-19 08:53:19
8838,Fall,28.35,2026-01-19 08:53:19
8838,Winter,20.47,2026-01-19 08:53:19
8838,Summer,20.47,2026-01-19 08:53:19
